Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,53.630001068115234,53.79999923706055,52.040000915527344,52.130001068115234,44.697265625,4422100
2020-01-03,52.22999954223633,52.52000045776367,51.81999969482422,51.939998626708984,44.534358978271484,4718900
2020-01-06,52.08000183105469,52.72999954223633,51.97999954223633,52.59000015258789,45.091670989990234,3884700
2020-01-07,52.29999923706055,52.4900016784668,51.939998626708984,52.22999954223633,44.78300476074219,4274300
2020-01-08,52.4900016784668,53.060001373291016,52.279998779296875,52.97999954223633,45.42607116699219,4143400
2020-01-09,52.2599983215332,52.65999984741211,51.970001220703125,52.380001068115234,45.330867767333984,3842000
2020-01-10,52.4900016784668,52.52000045776367,52.18000030517578,52.25,45.21837615966797,2274400
2020-01-13,52.369998931884766,53.060001373291016,52.29999923706055,53.060001373291016,45.919376373291016,3670300
2020-01-14,53.099998474121094,53.310001373291016,52.7599983215332,53.0,45.86743927001953,3351700
2020-01-15,52.959999084472656,53.56999969482422,52.93000030517578,53.369998931884766,46.1876335144043,3213100
2020-01-16,53.529998779296875,53.939998626708984,53.349998474121094,53.720001220703125,46.490543365478516,4395300
2020-01-17,53.90999984741211,53.95000076293945,53.599998474121094,53.849998474121094,46.60304641723633,3231500
2020-01-21,53.7599983215332,54.41999816894531,53.709999084472656,54.34000015258789,47.027103424072266,5254100
2020-01-22,54.29999923706055,54.56999969482422,53.959999084472656,53.97999954223633,46.715553283691406,2976800
2020-01-23,53.83000183105469,54.40999984741211,53.79999923706055,54.2400016784668,46.94056701660156,2905500
2020-01-24,54.369998931884766,54.369998931884766,53.470001220703125,53.709999084472656,46.48188400268555,2554400
2020-01-27,53.33000183105469,53.72999954223633,53.15999984741211,53.220001220703125,46.057830810546875,2547000
2020-01-28,53.130001068115234,53.540000915527344,52.959999084472656,53.0099983215332,45.876094818115234,2553700
2020-01-29,53.02000045776367,53.47999954223633,52.83000183105469,53.029998779296875,45.89339065551758,2680000
2020-01-30,53.04999923706055,53.81999969482422,53.0,53.72999954223633,46.49919509887695,2802500
2020-01-31,53.61000061035156,53.7599983215332,52.09000015258789,52.220001220703125,45.19240951538086,4695800
2020-02-03,52.61000061035156,53.040000915527344,52.439998626708984,52.9900016784668,45.85879135131836,4367100
2020-02-04,53.349998474121094,53.650001525878906,52.54999923706055,52.54999923706055,45.47800064086914,3889800
2020-02-05,52.619998931884766,52.939998626708984,52.060001373291016,52.560001373291016,45.48664855957031,4967400
2020-02-06,52.31999969482422,52.5,51.560001373291016,51.709999084472656,44.75103759765625,4006900
2020-02-07,51.77000045776367,51.959999084472656,51.47999954223633,51.900001525878906,44.91546630859375,2470800
2020-02-10,51.900001525878906,52.47999954223633,51.84000015258789,52.36000061035156,45.31356430053711,2147900
2020-02-11,52.40999984741211,52.869998931884766,52.2599983215332,52.7599983215332,45.65973663330078,2731900
2020-02-12,52.75,53.04999923706055,52.540000915527344,52.93000030517578,45.80685043334961,3174200
2020-02-13,52.900001525878906,53.029998779296875,52.52000045776367,52.9900016784668,45.85879135131836,2405900
2020-02-14,53.16999816894531,53.77000045776367,53.04999923706055,53.310001373291016,46.13572311401367,2525400
2020-02-18,52.5,53.779998779296875,52.5,53.540000915527344,46.33477020263672,3181500
