Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,27.329999923706055,27.34000015258789,26.690000534057617,26.950000762939453,23.622957229614258,3385800
2020-01-03,26.770000457763672,26.940000534057617,26.729999542236328,26.790000915527344,23.482709884643555,3405400
2020-01-06,26.770000457763672,27.0,26.68000030517578,26.75,23.447650909423828,3513900
2020-01-07,26.760000228881836,26.8799991607666,26.3700008392334,26.8700008392334,23.552837371826172,4252100
2020-01-08,26.920000076293945,26.940000534057617,26.6200008392334,26.639999389648438,23.351228713989258,5922600
2020-01-09,26.610000610351562,26.610000610351562,26.309999465942383,26.450000762939453,23.18468475341797,5709400
2020-01-10,26.43000030517578,26.440000534057617,25.899999618530273,26.299999237060547,23.053203582763672,8430700
2020-01-13,26.299999237060547,26.479999542236328,26.200000762939453,26.280000686645508,23.03567123413086,4303600
2020-01-14,26.579999923706055,26.81999969482422,26.450000762939453,26.65999984741211,23.368762969970703,4837200
2020-01-15,26.700000762939453,27.110000610351562,26.65999984741211,27.0,23.66678810119629,3302800
2020-01-16,27.09000015258789,27.170000076293945,26.780000686645508,27.049999237060547,23.710613250732422,4761000
2020-01-17,27.059999465942383,27.200000762939453,26.899999618530273,27.049999237060547,23.710613250732422,4882400
2020-01-21,27.06999969482422,27.170000076293945,26.809999465942383,27.010000228881836,23.675556182861328,5347700
2020-01-22,27.06999969482422,27.270000457763672,26.170000076293945,26.18000030517578,22.948017120361328,11147400
2020-01-23,26.149999618530273,26.969999313354492,26.110000610351562,26.93000030517578,23.605430603027344,5030500
2020-01-24,26.8700008392334,26.8700008392334,26.260000228881836,26.459999084472656,23.19344711303711,6227400
2020-01-27,26.450000762939453,26.6299991607666,26.139999389648438,26.209999084472656,22.97431182861328,4298500
2020-01-28,26.280000686645508,26.450000762939453,26.059999465942383,26.309999465942383,23.061969757080078,4442200
2020-01-29,26.329999923706055,26.65999984741211,26.309999465942383,26.579999923706055,23.29863739013672,3266400
2020-01-30,26.559999465942383,26.729999542236328,26.43000030517578,26.670000076293945,23.377527236938477,2631500
2020-01-31,26.6299991607666,26.700000762939453,26.200000762939453,26.479999542236328,23.210981369018555,5125400
2020-02-03,26.530000686645508,26.760000228881836,26.329999923706055,26.34000015258789,23.08826446533203,5998600
2020-02-04,26.309999465942383,26.739999771118164,26.229999542236328,26.520000457763672,23.246044158935547,5840800
2020-02-05,26.530000686645508,26.940000534057617,26.420000076293945,26.75,23.447650909423828,4011900
2020-02-06,26.75,26.940000534057617,26.56999969482422,26.860000610351562,23.544071197509766,4190400
2020-02-07,26.90999984741211,26.90999984741211,26.65999984741211,26.719999313354492,23.421348571777344,4284700
2020-02-10,26.719999313354492,27.399999618530273,26.56999969482422,26.860000610351562,23.544071197509766,3708700
2020-02-11,26.950000762939453,27.149999618530273,26.90999984741211,27.030000686645508,23.693082809448242,2051000
2020-02-12,27.030000686645508,27.190000534057617,26.940000534057617,27.1200008392334,23.77197265625,2535100
2020-02-13,27.010000228881836,27.25,27.0,27.18000030517578,23.824560165405273,2565700
2020-02-14,27.299999237060547,27.530000686645508,27.110000610351562,27.18000030517578,23.824560165405273,3707600
